Kilo-Sec_B	rel_flux_T1_d(mag)	rel_flux_err_T1_d(mag)
6.298733	-0.016697	0.002828
6.320765	-0.017943	0.002819
6.34271	-0.032337	0.002813
6.364742	-0.014074	0.002822
6.386774	-0.016966	0.002821
6.40872	-0.019364	0.002797
6.430752	-0.019519	0.002808
6.452784	-0.015933	0.002834
6.47473	-0.009398	0.002844
6.496762	-0.013631	0.002806
6.518707	-0.010117	0.002829
6.540739	-0.008907	0.002815
6.562771	-0.007929	0.002824
6.584717	-0.006048	0.002819
6.843744	0.004903	0.002782
6.904742	0.009305	0.002784
6.926688	0.008817	0.002786
6.94872	0.013764	0.002785
6.970752	0.005672	0.002785
6.992698	0.014602	0.002786
7.01473	0.008191	0.002784
7.036762	0.010024	0.00279
7.058707	0.002648	0.002787
7.080739	0.00651	0.002797
7.102685	0.003437	0.002799
7.124717	-0.010248	0.002794
7.146749	0.005821	0.002797
7.168694	0.001696	0.002798
7.190726	0.00795	0.002797
7.212758	0.012219	0.002799
7.234704	0.005037	0.002788
7.256736	0.011086	0.002789
7.278682	0.009155	0.00279
7.300714	0.009659	0.002794
7.322746	0.015022	0.002797
7.344691	0.015353	0.002796
7.366723	0.009807	0.002788
7.388755	0.009269	0.002796
7.410701	0.00681	0.002797
7.432733	0.006465	0.002796
7.454678	0.008354	0.002801
7.47671	-0.002903	0.002793
7.498742	-0.002314	0.002806
7.520688	-0.005897	0.002802
7.54272	-0.005608	0.002795
7.564666	0.007857	0.002799
7.586698	0.013227	0.002798
7.60873	0.003463	0.002789
7.630675	0.009942	0.002797
7.652707	0.004019	0.00279
7.674739	0.006703	0.00279
7.696685	-0.000398	0.002786
7.718717	0.005127	0.002792
7.740749	0.000856	0.002788
7.762694	0.00297	0.002795
7.784726	0.003137	0.002794
7.806672	-0.001731	0.002794
7.828704	0.000059	0.002792
7.85065	-0.004109	0.002794
7.872682	-0.003903	0.002793
7.894714	-0.009713	0.002794
7.916659	-0.010486	0.002794
7.938691	0.001561	0.002788
7.960723	-0.004441	0.00279
7.982669	0.00215	0.002788
8.004701	0.004091	0.002786
8.026646	0.008235	0.002789
8.048678	0.006299	0.002786
8.07071	0.00549	0.002789
8.092656	0.012343	0.002786
8.114688	0.004795	0.002788
8.13672	0.006697	0.002789
8.158666	-0.00007	0.002787
8.180698	-0.001434	0.002789
8.202643	-0.001784	0.002786
8.224675	-0.005967	0.002788
8.246707	-0.003671	0.00279
8.268653	-0.001228	0.002793
8.290685	-0.003234	0.002789
8.312717	-0.002472	0.002793
8.334662	-0.006667	0.002785
8.356694	0.000596	0.002791
8.37864	0.004674	0.002791
8.401709	0.000784	0.002789
8.423654	0.001895	0.002791
8.445686	0.006051	0.002788
8.467632	0.009224	0.002789
8.489664	0.001716	0.002784
8.511696	0.005039	0.002785
8.533642	0.007358	0.002788
8.555674	0.003226	0.002789
8.577619	-0.000938	0.002789
8.599651	-0.001392	0.00279
8.621683	0.000173	0.002792
8.643629	-0.007681	0.002792
8.665661	-0.00483	0.00279
8.687693	-0.003305	0.002791
8.709638	-0.00236	0.002789
8.732621	0.006471	0.002792
8.754653	0.002657	0.002789
8.776685	0.008066	0.002789
8.79863	0.007299	0.002785
8.820662	0.00452	0.00279
8.842608	0.003585	0.00279
8.86464	0.007677	0.002784
8.886672	0.006523	0.002786
8.908618	0.006623	0.002785
8.93065	0.00402	0.002787
8.952595	0.002552	0.002789
8.974627	0.004668	0.002791
8.996659	0.000592	0.002789
9.018605	-0.002736	0.002796
9.040637	-0.004633	0.002793
9.062669	-0.000576	0.002791
9.084614	-0.000333	0.002798
9.111658	0.001534	0.00279
9.133603	0.002743	0.002786
9.155635	0.004388	0.002791
9.177667	0.002083	0.002788
9.199613	0.009651	0.002789
9.221645	0.007156	0.002796
9.243677	0.009962	0.002792
9.265622	0.010731	0.002793
9.287654	0.006758	0.002791
9.3096	0.008805	0.002789
9.331632	0.001786	0.00279
9.353664	0.001965	0.002787
9.37561	-0.000833	0.002793
9.397642	-0.002423	0.002792
9.419587	-0.00221	0.002795
9.441619	-0.002494	0.002798
9.463651	-0.002875	0.002799
9.485597	0.002815	0.002796
9.507629	-0.000606	0.00279
9.529661	0.011587	0.002792
9.551606	0.010457	0.002798
9.573638	0.011769	0.002795
9.595584	0.003633	0.002792
9.617616	0.005527	0.002786
9.639648	0.005677	0.00279
9.661594	0.007851	0.002788
9.683626	0.000453	0.002788
9.705571	0.004628	0.002789
9.727603	-0.000377	0.002788
9.749635	-0.000362	0.002794
9.771581	-0.000809	0.002795
9.793613	-0.00615	0.002798
9.815645	-0.002804	0.002797
9.83759	-0.005063	0.002797
9.859622	-0.00009	0.002793
9.881568	0.000169	0.00279
9.9036	0.004289	0.002793
9.925632	0.003863	0.002791
9.947578	0.001345	0.002789
9.96961	0.009056	0.002791
9.991642	0.007487	0.002786
10.013587	0.006581	0.00279
10.035619	0.006263	0.002793
10.057565	0.001371	0.00279
10.079597	0.000737	0.002788
10.101629	0.005863	0.002794
10.123574	0.006866	0.002791
10.145606	0.00453	0.002795
10.167638	-0.003365	0.002791
10.189584	-0.004537	0.002795
10.211616	-0.001953	0.002796
10.233562	-0.003176	0.002798
10.255594	-0.00039	0.002792
10.277539	0.00445	0.002793
10.299571	0.004821	0.002793
10.321603	0.009565	0.002791
10.343549	0.009433	0.002792
10.365581	0.014605	0.002795
10.387613	0.014662	0.002796
10.409558	0.011989	0.002789
10.43159	0.012508	0.002793
10.453622	0.005129	0.002794
10.475568	0.007263	0.002794
10.4976	0.01037	0.002799
10.519546	0.006902	0.0028
10.541578	0.008658	0.002801
10.56361	0.004441	0.002796
10.585555	-0.000568	0.002798
10.607587	0.003167	0.002805
10.629619	0.007568	0.002804
10.651565	0.008684	0.0028
10.673597	0.004234	0.002794
10.695542	0.008063	0.002794
10.717574	0.016849	0.002801
10.739606	0.008168	0.002797
10.761552	0.006274	0.00279
10.783584	0.009033	0.002795
10.80553	0.013914	0.002798
10.827562	0.014143	0.002798
10.849594	0.010684	0.002798
10.871539	0.007719	0.002798
10.893571	0.006378	0.002798
10.915603	0.000492	0.002793
10.937549	-0.001524	0.002795
10.959581	0.006417	0.002804
10.981526	-0.000511	0.002799
11.003558	0.003868	0.002796
11.02559	0.006867	0.002801
11.047536	0.00904	0.002804
11.069568	0.006712	0.002797
11.091514	0.011845	0.002791
11.113546	0.013293	0.002795
11.135578	0.01062	0.002793
11.157523	0.013888	0.002798
11.179555	0.009794	0.002795
11.201587	0.010433	0.002796
11.223533	0.012096	0.002797
11.245565	0.007719	0.002801
11.26751	0.01041	0.0028
11.289542	0.006768	0.0028
11.311574	0.010551	0.002802
11.33352	-0.000903	0.002795
11.355552	0.001452	0.002805
11.377498	-0.004503	0.002799
11.39953	0.001273	0.002801
11.421562	0.004684	0.002799
11.443507	0.007353	0.002799
11.465539	0.014091	0.002801
11.487571	0.00625	0.002796
11.509517	0.012171	0.002797
11.531549	0.009294	0.002796
11.553494	0.01229	0.002798
11.575526	0.011181	0.002816
11.597558	0.011471	0.00285
11.619504	0.010715	0.002874
11.641536	0.01259	0.002901
11.663568	0.009867	0.002841
11.685514	0.010777	0.002825
11.707546	0.006928	0.002834
11.729491	0.001478	0.002854
11.751523	-0.00117	0.002854
11.773555	0.002403	0.002844
11.795501	0.008242	0.002854
11.817533	0.010419	0.002848
11.839565	0.010215	0.00284
11.86151	0.011509	0.002843
