ksec_since_2459582.59917451_B	rel_flux_T1_d(mag)	rel_flux_err_T1_d(mag)
19.68571724	-0.008385595	0.001212868
19.72171584	-0.018091847	0.001209936
19.75870973	-0.028864415	0.001211363
19.79470567	-0.025878857	0.00121036
19.83070077	-0.031532125	0.001209698
19.86670105	-0.023345084	0.001210454
19.90269704	-0.022517646	0.001211858
19.93968835	-0.034211998	0.001214865
19.9757007	-0.036284441	0.001213421
20.01168804	-0.0172613	0.00121555
20.04769955	-0.002542763	0.001216736
20.08369553	0.000333791	0.001217731
20.12069115	0.001466809	0.001215787
20.15668278	-0.029819199	0.001214437
20.19268569	-0.011858935	0.001213173
20.22868251	-0.026930956	0.001215395
20.26467331	-0.02463524	0.001214283
20.30167238	-0.011675184	0.001215259
20.33767094	-0.020377426	0.0012155
20.37367207	-0.01026309	0.00121746
20.40966717	-0.022366733	0.001220937
20.44566488	-0.028632539	0.001223734
20.48265358	0.006097576	0.001223708
20.51865648	-0.011039145	0.001222267
20.55464723	-0.007127471	0.001219548
20.59066136	0.01480374	0.001221177
20.62664869	-0.019742289	0.001219966
20.66364604	-0.00521983	0.001219992
20.6996489	-0.019510619	0.001221493
20.73564746	-0.004389545	0.001221433
20.7716469	-0.00509565	0.001223336
20.80764373	-0.007889135	0.001222437
20.84464538	-0.000767791	0.0012235
20.88063532	-0.014378123	0.001223018
20.91663473	0.002872131	0.001224005
20.95263244	-0.014927465	0.001224244
20.98862838	-0.009509601	0.001238577
21.02463647	0.017535785	0.001241329
21.060616	0.003052675	0.001241111
21.09662494	0.006735945	0.001239584
21.13761136	-0.003567014	0.001240413
21.17360819	-0.011975305	0.001242351
21.20961974	-0.010233456	0.001240782
21.24560876	0.025228552	0.001237512
21.28161685	0.005239292	0.001236377
21.31760073	0.026801854	0.001237578
21.35360013	-0.007811578	0.001237742
21.3896108	0.025061991	0.001237536
21.42660038	0.004361186	0.001234886
21.46260497	0.014255937	0.001234681
21.49860441	0.016810075	0.001236967
21.53458828	0.006235731	0.001237653
21.57059372	0.020069181	0.001237933
21.60659143	-0.000166651	0.001255522
21.64257788	-0.001430665	0.001274625
21.67858597	-0.013675692	0.001274607
21.71457331	0.010585477	0.001272884
21.75057617	0.031056882	0.001272589
21.786573	0.007631329	0.001271621
21.82256898	0.009266315	0.001269987
21.85856927	0.005148741	0.001270721
21.89457994	0.006209281	0.001268794
21.93055516	-0.000183207	0.001271298
21.96656063	0.006648872	0.001269986
22.00256696	0.013655937	0.001264565
22.03855256	0.006315552	0.00126306
22.07456061	0.014907655	0.001260153
22.1105514	0.014688444	0.001261491
22.1475574	0.019093915	0.001260604
22.18354212	0.038952581	0.001260682
22.2195519	0.034684626	0.001260218
22.25554531	0.030167627	0.001260111
