Kilo-Sec_B	rel_flux_T1_d(mag)	rel_flux_err_T1_d(mag)
24.439363	-0.017596	0.000608
24.46632	-0.009477	0.000638
24.493363	-0.013463	0.000647
24.52032	-0.010886	0.000633
24.547363	-0.006965	0.000634
24.57432	-0.014833	0.000639
24.601363	-0.007903	0.00065
24.62832	-0.016525	0.000678
24.655363	-0.009983	0.000639
24.68232	-0.007531	0.000663
24.709363	-0.014012	0.000707
24.73632	-0.017828	0.000633
