Kilo_Secs,Relative_Flux,Relative_Flux_Error
88.2441216,0.001629505,0.002063595
88.27107836,0.002500884,0.002054004
88.29803517,0.001852874,0.002051958
88.32507839,0.008970772,0.002054545
88.3520352,0.007436908,0.002067474
88.37907838,0.004261194,0.00205827
88.40603519,0.000331082,0.002053089
88.43307837,-0.001663947,0.002053576
88.46003518,-0.005148599,0.00207233
88.4870784,-0.006426457,0.002080214
88.51403516,-0.007907997,0.002043364
88.54107839,-0.000389801,0.002046066
88.56803519,0.004044466,0.002065783
88.59507838,-9.39E-05,0.002067705
88.62203518,0.002960231,0.002052623
88.64907837,0.005842362,0.00205656
88.67603517,0.011599122,0.002029869
88.7030784,0.009504374,0.002033842
88.7300352,0.010020268,0.002032934
88.75707838,0.001225682,0.002042158
88.78403519,0.005774053,0.00204766
88.81107837,0.007467017,0.002033896
88.83803518,-0.001056852,0.002055994
88.8650784,0.002677645,0.002054335
169.1743104,0.021713,0.002834
169.1963424,0.01963,0.002839
169.218288,0.017914,0.002834
169.24032,0.018262,0.002828
169.262352,0.020316,0.002831
169.2842976,0.01927,0.002827
169.3063296,0.018297,0.002834
169.3282752,0.007761,0.00283
169.3503072,0.011967,0.002838
169.3723392,0.0136,0.002839
169.3942848,0.001551,0.002832
169.4163168,0.011164,0.002838
169.4383488,0.015581,0.002828
169.4602944,0.015294,0.002829
169.4823264,0.01719,0.002828
169.5043584,0.021324,0.00283
169.526304,0.020478,0.002826
169.548336,0.010328,0.002823
169.5702816,0.012534,0.002834
169.5923136,0.014211,0.002827
169.6143456,0.013891,0.002829
169.6362912,0.013085,0.002829
169.6583232,0.007775,0.002828
169.6802688,0.005749,0.002829
169.7023008,0.004765,0.002831
169.7243328,0.003538,0.002826
169.7462784,0.000488,0.002832
169.7683104,-5.00E-06,0.002823
169.7903424,-0.001357,0.00282
169.812288,-0.001486,0.002824
169.83432,0.00147,0.00282
169.8562656,0.005542,0.002818
169.8782976,0.004944,0.002831
169.9003296,0.001071,0.002818
169.9222752,-0.001594,0.00282
169.9443072,0.001614,0.002815
169.9662528,-0.00334,0.002821
169.9882848,-0.004473,0.002819
170.0103168,-0.005251,0.002817
170.0322624,0.000121,0.002818
170.0542944,-0.004461,0.00282
170.0763264,-0.007062,0.002821
170.098272,-0.010362,0.002816
170.120304,-0.011194,0.002817
170.1422496,-0.013461,0.002815
170.1642816,-0.01284,0.002818
170.1863136,-0.00377,0.002823
170.2082592,-0.002101,0.002816
170.2302912,-0.0027,0.002816
170.2523232,-0.006539,0.002817
170.2742688,0.003124,0.002819
170.2963008,0.002188,0.002814
170.3182464,-0.000676,0.002812
170.3402784,-0.005967,0.002815
170.3623104,0.001759,0.002818
170.384256,-0.001731,0.002817
170.406288,0.002322,0.00282
170.4282336,-0.003483,0.002816
170.4502656,-0.001552,0.00282
170.4722976,-0.011316,0.002823
170.4942432,-0.006704,0.002815
170.5162752,-0.013837,0.002816
170.5382208,-0.014675,0.002811
170.5602528,-0.00855,0.002818
170.5822848,-0.002948,0.002819
170.6042304,-0.005163,0.002816
170.6262624,-0.009208,0.002811
170.6482944,-0.004632,0.002807
170.67024,-0.003323,0.002805
170.692272,0.003458,0.002814
170.714304,-0.000782,0.002811
170.7362496,0.001626,0.002808
170.7582816,0.001222,0.002814
170.7802272,-0.007511,0.002814
170.8022592,-0.005137,0.002811
170.8242912,-0.003208,0.002811
170.8462368,-0.009998,0.002811
170.8682688,-0.016994,0.002814
170.8903008,-0.013568,0.00281
170.9122464,-0.016281,0.002812
170.9342784,-0.012301,0.002809
170.956224,-0.010743,0.00281
170.978256,-0.00773,0.002808
171.000288,-0.006308,0.002808
171.0222336,-0.001432,0.002804
171.0442656,-0.004284,0.002806
171.0662112,0.000712,0.00281
171.0932544,8.80E-05,0.002805
171.1152,-0.005809,0.002803
171.137232,-0.001718,0.002805
171.159264,0.003068,0.002806
171.1812096,-0.01071,0.002799
171.2032416,-0.006177,0.002802
171.2252736,-0.007126,0.002803
171.2472192,-0.009577,0.002804
171.2692512,-0.012426,0.002808
171.2911968,-0.012996,0.002812
171.3132288,-0.015838,0.002808
171.3352608,-0.012177,0.002808
171.3572064,-0.011543,0.002802
171.3792384,-0.004134,0.002803
171.4012704,-0.003076,0.002799
171.423216,-0.000781,0.002801
171.445248,-0.004649,0.0028
171.4671936,0.006559,0.002806
171.4892256,-0.006823,0.0028
171.5112576,-0.006538,0.002797
171.5332032,-0.005215,0.002799
171.5552352,-0.003605,0.002804
171.5772672,-0.010853,0.002799
171.5992128,-0.005946,0.002799
171.6212448,-0.010258,0.002803
171.6431904,-0.012252,0.002803
171.6652224,-0.013323,0.002801
171.6872544,-0.022672,0.002801
171.7092,-0.015557,0.0028
171.731232,-0.010324,0.002802
171.753264,-0.003913,0.002804
171.7752096,-0.01067,0.002798
171.7972416,0.002702,0.002808
171.8191872,0.00195,0.002802
171.8412192,0.002133,0.002802
171.8632512,0.00709,0.002801
171.8851968,0.001777,0.002796
171.9072288,-0.003506,0.002798
171.9291744,0.003565,0.002803
171.9512064,0.001715,0.002798
171.9732384,0.003987,0.0028
171.995184,-0.00274,0.002802
172.017216,-0.003218,0.002801
172.039248,-0.002965,0.002802
172.0611936,-0.000828,0.002803
172.0832256,-0.014779,0.0028
172.1051712,-0.003868,0.002798
172.1272032,0.005476,0.002796
172.1492352,0.000681,0.002797
172.1711808,-0.003189,0.002788
172.1932128,0.00441,0.002795
172.2151584,0.008046,0.002796
172.2371904,0.006657,0.002796
172.2592224,0.000484,0.002796
172.281168,0.003915,0.002793
172.3032,0.005813,0.002797
172.3251456,0.010266,0.002795
172.3471776,0.003615,0.002796
172.3692096,-0.002892,0.00279
172.3911552,0.001224,0.002795
172.4131872,0.000898,0.0028
172.4352192,-0.010163,0.002801
172.4571648,0.00105,0.002802
172.4791968,-0.001625,0.002801
172.5012288,0.005215,0.002799
172.5231744,0.007904,0.002799
172.5452064,0.004721,0.002792
172.567152,0.009127,0.002797
172.589184,0.002657,0.002798
172.611216,0.002898,0.002796
172.6331616,0.006285,0.002798
172.6551936,0.010307,0.002794
172.6772256,0.004141,0.002797
172.6991712,0.005162,0.002795
172.7212032,0.001897,0.002796
172.7431488,0.00257,0.002797
172.7651808,0.003777,0.002796
172.7872128,0.0003,0.002799
172.8091584,-0.005894,0.002799
172.8311904,-0.012004,0.002798
172.8532224,-0.005487,0.002801
172.875168,-0.010962,0.002792
172.8972,0.003315,0.002794
172.9191456,-0.002638,0.002795
172.9411776,0.000953,0.002788
172.9632096,0.004676,0.002796
172.9851552,0.004214,0.002797
173.0071872,0.001521,0.002791
173.0291328,0.005471,0.002788
173.0511648,0.004653,0.002785
173.0731968,0.000485,0.002793
173.0951424,-0.00075,0.002796
173.1171744,-0.004923,0.002794
173.13912,-0.008862,0.00279
173.161152,-0.009326,0.002792
173.183184,-0.008761,0.002797
173.2051296,-0.009972,0.0028
173.2271616,-0.008371,0.002795
173.2491936,-0.010305,0.002796
173.2711392,-0.009935,0.002793
173.2931712,-0.00717,0.002792
173.3151168,-0.000949,0.002794
173.3371488,0.000224,0.002791
173.3591808,0.002177,0.002788
173.3811264,-0.000689,0.002795
173.4031584,-0.003734,0.002788
173.4251904,0.001771,0.002788
173.447136,-0.00476,0.002792
173.469168,-0.005447,0.002788
173.4911136,-0.00074,0.002787
173.5131456,-0.0061,0.002791
173.5351776,-0.005686,0.002795
173.5571232,-0.004546,0.002794
173.5791552,-0.012155,0.002795
173.6011008,-0.015358,0.00279
173.6241696,-0.009906,0.002797
173.6461152,-0.00529,0.002792
173.6681472,-0.002723,0.002793
173.6900928,0.003631,0.002794
173.7121248,0.00028,0.002793
173.7341568,0.002899,0.002791
173.7561024,0.000426,0.002784
173.7781344,0.000331,0.002787
173.8001664,0.004171,0.002788
173.822112,-0.001444,0.002787
173.844144,0.000718,0.002795
173.866176,0.002924,0.002787
173.8881216,0.000518,0.002789
173.9101536,-0.002572,0.002791
173.9320992,0.000511,0.002793
173.9541312,-0.005546,0.002795
173.9761632,-0.007536,0.002801
173.9981088,-0.011103,0.002794
174.0201408,-0.006467,0.002797
174.0420864,-0.005738,0.002793
174.0641184,-0.004765,0.002793
174.0861504,0.000923,0.002789
174.108096,0.001905,0.002786
174.130128,0.00645,0.002787
174.15216,0.008878,0.002789
174.1741056,0.007088,0.002789
174.1961376,0.008299,0.002793
174.2180832,0.001812,0.00279
174.2401152,0.005508,0.002791
174.2621472,-0.001503,0.002788
174.2840928,-0.0021,0.002785
174.3061248,-0.012548,0.002787
174.3280704,-0.001661,0.002788
174.3501024,-0.003662,0.00279
174.3721344,-0.008873,0.002792
174.39408,-0.001399,0.002795
174.416112,-0.003422,0.002791
174.438144,-0.002278,0.002788
174.4600896,-0.002465,0.002788
174.4821216,0.004906,0.002788
174.5040672,0.002454,0.002781
174.527136,0.000291,0.002784
174.5490816,0.000646,0.002788
174.5711136,-0.001671,0.002787
174.5930592,-0.008328,0.002813
174.6150912,-0.009834,0.002813
174.6371232,-0.005563,0.002821
174.6590688,-0.009137,0.002814
174.6811008,-0.016171,0.002794
174.7031328,-0.018432,0.002828
174.7250784,-0.015011,0.002825
174.7471104,-0.018925,0.002817
174.769056,-0.026384,0.002816
174.791088,-0.022454,0.002831
174.81312,-0.013907,0.002824
174.8350656,-0.014053,0.002811
174.8570976,-0.012899,0.00281
174.8791296,-0.011631,0.002818
174.9010752,-0.006382,0.002812
174.9231072,-0.010037,0.002809
174.9451392,-0.00988,0.0028
174.9670848,-0.006589,0.002804
174.9891168,-0.005294,0.002813
175.0110624,-0.013765,0.002811
175.0330944,-0.019188,0.00281
175.05504,-0.009884,0.002827
175.077072,-0.013241,0.002818
175.099104,-0.016591,0.002815
175.1210496,-0.020772,0.002821
175.1430816,-0.023416,0.002821
175.1651136,-0.017267,0.002816
175.1870592,-0.017365,0.002802
175.2090912,-0.014643,0.002821
175.2310368,-0.007026,0.002811
175.2530688,-0.009837,0.002809
175.2751008,-0.011337,0.002812
175.2970464,-0.013677,0.002817
175.3190784,-0.008911,0.002815
175.3411104,-0.008794,0.002813
175.363056,-0.01619,0.002803
175.385088,-0.010804,0.002814
175.4070336,-0.010397,0.00282
175.4290656,-0.014113,0.002811
175.4510976,-0.018672,0.002812
175.4730432,-0.016697,0.002828
175.4950752,-0.017943,0.002819
175.5170208,-0.032337,0.002813
175.5390528,-0.014074,0.002822
175.5610848,-0.016966,0.002821
175.5830304,-0.019364,0.002797
175.6050624,-0.019519,0.002808
175.6270944,-0.015933,0.002834
175.64904,-0.009398,0.002844
175.671072,-0.013631,0.002806
175.6930176,-0.010117,0.002829
175.7150496,-0.008907,0.002815
175.7370816,-0.007929,0.002824
175.7590272,-0.006048,0.002819
176.0180544,0.004903,0.002782
176.0790528,0.009305,0.002784
176.1009984,0.008817,0.002786
176.1230304,0.013764,0.002785
176.1450624,0.005672,0.002785
176.167008,0.014602,0.002786
176.18904,0.008191,0.002784
176.211072,0.010024,0.00279
176.2330176,0.002648,0.002787
176.2550496,0.00651,0.002797
176.2769952,0.003437,0.002799
176.2990272,-0.010248,0.002794
176.3210592,0.005821,0.002797
176.3430048,0.001696,0.002798
176.3650368,0.00795,0.002797
176.3870688,0.012219,0.002799
176.4090144,0.005037,0.002788
176.4310464,0.011086,0.002789
176.452992,0.009155,0.00279
176.475024,0.009659,0.002794
176.497056,0.015022,0.002797
176.5190016,0.015353,0.002796
176.5410336,0.009807,0.002788
176.5630656,0.009269,0.002796
176.5850112,0.00681,0.002797
176.6070432,0.006465,0.002796
176.6289888,0.008354,0.002801
176.6510208,-0.002903,0.002793
176.6730528,-0.002314,0.002806
176.6949984,-0.005897,0.002802
176.7170304,-0.005608,0.002795
176.738976,0.007857,0.002799
176.761008,0.013227,0.002798
176.78304,0.003463,0.002789
176.8049856,0.009942,0.002797
176.8270176,0.004019,0.00279
176.8490496,0.006703,0.00279
176.8709952,-0.000398,0.002786
176.8930272,0.005127,0.002792
176.9150592,0.000856,0.002788
176.9370048,0.00297,0.002795
176.9590368,0.003137,0.002794
176.9809824,-0.001731,0.002794
177.0030144,5.90E-05,0.002792
177.02496,-0.004109,0.002794
177.046992,-0.003903,0.002793
177.069024,-0.009713,0.002794
177.0909696,-0.010486,0.002794
177.1130016,0.001561,0.002788
177.1350336,-0.004441,0.00279
177.1569792,0.00215,0.002788
177.1790112,0.004091,0.002786
177.2009568,0.008235,0.002789
177.2229888,0.006299,0.002786
177.2450208,0.00549,0.002789
177.2669664,0.012343,0.002786
177.2889984,0.004795,0.002788
177.3110304,0.006697,0.002789
177.332976,-7.00E-05,0.002787
177.355008,-0.001434,0.002789
177.3769536,-0.001784,0.002786
177.3989856,-0.005967,0.002788
177.4210176,-0.003671,0.00279
177.4429632,-0.001228,0.002793
177.4649952,-0.003234,0.002789
177.4870272,-0.002472,0.002793
177.5089728,-0.006667,0.002785
177.5310048,0.000596,0.002791
177.5529504,0.004674,0.002791
177.5760192,0.000784,0.002789
177.5979648,0.001895,0.002791
177.6199968,0.006051,0.002788
177.6419424,0.009224,0.002789
177.6639744,0.001716,0.002784
177.6860064,0.005039,0.002785
177.707952,0.007358,0.002788
177.729984,0.003226,0.002789
177.7519296,-0.000938,0.002789
177.7739616,-0.001392,0.00279
177.7959936,0.000173,0.002792
177.8179392,-0.007681,0.002792
177.8399712,-0.00483,0.00279
177.8620032,-0.003305,0.002791
177.8839488,-0.00236,0.002789
177.9069312,0.006471,0.002792
177.9289632,0.002657,0.002789
177.9509952,0.008066,0.002789
177.9729408,0.007299,0.002785
177.9949728,0.00452,0.00279
178.0169184,0.003585,0.00279
178.0389504,0.007677,0.002784
178.0609824,0.006523,0.002786
178.082928,0.006623,0.002785
178.10496,0.00402,0.002787
178.1269056,0.002552,0.002789
178.1489376,0.004668,0.002791
178.1709696,0.000592,0.002789
178.1929152,-0.002736,0.002796
178.2149472,-0.004633,0.002793
178.2369792,-0.000576,0.002791
178.2589248,-0.000333,0.002798
178.285968,0.001534,0.00279
178.3079136,0.002743,0.002786
178.3299456,0.004388,0.002791
178.3519776,0.002083,0.002788
178.3739232,0.009651,0.002789
178.3959552,0.007156,0.002796
178.4179872,0.009962,0.002792
178.4399328,0.010731,0.002793
178.4619648,0.006758,0.002791
178.4839104,0.008805,0.002789
178.5059424,0.001786,0.00279
178.5279744,0.001965,0.002787
178.54992,-0.000833,0.002793
178.571952,-0.002423,0.002792
178.5938976,-0.00221,0.002795
178.6159296,-0.002494,0.002798
178.6379616,-0.002875,0.002799
178.6599072,0.002815,0.002796
178.6819392,-0.000606,0.00279
178.7039712,0.011587,0.002792
178.7259168,0.010457,0.002798
178.7479488,0.011769,0.002795
178.7698944,0.003633,0.002792
178.7919264,0.005527,0.002786
178.8139584,0.005677,0.00279
178.835904,0.007851,0.002788
178.857936,0.000453,0.002788
178.8798816,0.004628,0.002789
178.9019136,-0.000377,0.002788
178.9239456,-0.000362,0.002794
178.9458912,-0.000809,0.002795
178.9679232,-0.00615,0.002798
178.9899552,-0.002804,0.002797
179.0119008,-0.005063,0.002797
179.0339328,-9.00E-05,0.002793
179.0558784,0.000169,0.00279
179.0779104,0.004289,0.002793
179.0999424,0.003863,0.002791
179.121888,0.001345,0.002789
179.14392,0.009056,0.002791
179.165952,0.007487,0.002786
179.1878976,0.006581,0.00279
179.2099296,0.006263,0.002793
179.2318752,0.001371,0.00279
179.2539072,0.000737,0.002788
179.2759392,0.005863,0.002794
179.2978848,0.006866,0.002791
179.3199168,0.00453,0.002795
179.3419488,-0.003365,0.002791
179.3638944,-0.004537,0.002795
179.3859264,-0.001953,0.002796
179.407872,-0.003176,0.002798
179.429904,-0.00039,0.002792
179.4518496,0.00445,0.002793
179.4738816,0.004821,0.002793
179.4959136,0.009565,0.002791
179.5178592,0.009433,0.002792
179.5398912,0.014605,0.002795
179.5619232,0.014662,0.002796
179.5838688,0.011989,0.002789
179.6059008,0.012508,0.002793
179.6279328,0.005129,0.002794
179.6498784,0.007263,0.002794
179.6719104,0.01037,0.002799
179.693856,0.006902,0.0028
179.715888,0.008658,0.002801
179.73792,0.004441,0.002796
179.7598656,-0.000568,0.002798
179.7818976,0.003167,0.002805
179.8039296,0.007568,0.002804
179.8258752,0.008684,0.0028
179.8479072,0.004234,0.002794
179.8698528,0.008063,0.002794
179.8918848,0.016849,0.002801
179.9139168,0.008168,0.002797
179.9358624,0.006274,0.00279
179.9578944,0.009033,0.002795
179.97984,0.013914,0.002798
180.001872,0.014143,0.002798
180.023904,0.010684,0.002798
180.0458496,0.007719,0.002798
180.0678816,0.006378,0.002798
180.0899136,0.000492,0.002793
180.1118592,-0.001524,0.002795
180.1338912,0.006417,0.002804
180.1558368,-0.000511,0.002799
180.1778688,0.003868,0.002796
180.1999008,0.006867,0.002801
180.2218464,0.00904,0.002804
180.2438784,0.006712,0.002797
180.265824,0.011845,0.002791
180.287856,0.013293,0.002795
180.309888,0.01062,0.002793
180.3318336,0.013888,0.002798
180.3538656,0.009794,0.002795
180.3758976,0.010433,0.002796
180.3978432,0.012096,0.002797
180.4198752,0.007719,0.002801
180.4418208,0.01041,0.0028
180.4638528,0.006768,0.0028
180.4858848,0.010551,0.002802
180.5078304,-0.000903,0.002795
180.5298624,0.001452,0.002805
180.551808,-0.004503,0.002799
180.57384,0.001273,0.002801
180.595872,0.004684,0.002799
180.6178176,0.007353,0.002799
180.6398496,0.014091,0.002801
180.6618816,0.00625,0.002796
180.6838272,0.012171,0.002797
180.7058592,0.009294,0.002796
180.7278048,0.01229,0.002798
180.7498368,0.011181,0.002816
180.7718688,0.011471,0.00285
180.7938144,0.010715,0.002874
180.8158464,0.01259,0.002901
180.8378784,0.009867,0.002841
180.859824,0.010777,0.002825
180.881856,0.006928,0.002834
180.9038016,0.001478,0.002854
180.9258336,-0.00117,0.002854
180.9478656,0.002403,0.002844
180.9698112,0.008242,0.002854
180.9918432,0.010419,0.002848
181.0138752,0.010215,0.00284
181.0358208,0.011509,0.002843
